Timestamp_s,ID,Extended,RTR,Length,D0,D1,D2,D3,D4,D5,D6,D7
1.525594,827,0,0,8,41,255,3,150,0,0,0,0
1.526521,918,0,0,8,217,152,1,70,253,111,253,111
1.527448,914,0,0,8,217,152,1,70,253,111,253,111
1.528297,672,0,0,6,0,0,0,0,0,1,,
1.535574,560,0,0,8,3,54,54,8,0,0,0,0
1.537517,628,0,0,8,0,0,0,0,0,0,0,0
1.538517,915,0,0,8,0,0,0,0,0,0,0,0
1.539515,767,0,0,8,0,144,0,0,255,255,255,255
1.540485,785,0,0,8,3,254,3,254,3,254,0,0
1.541490,792,0,0,8,0,0,0,0,0,0,255,0
1.545594,846,0,0,8,30,127,30,127,21,31,0,127
1.546572,729,0,0,8,0,0,0,47,0,0,0,0
1.548803,590,0,0,8,255,255,16,0,0,0,90,90
1.549769,594,0,0,8,3,0,16,15,128,7,127,139
1.550755,1025,0,0,8,253,3,4,15,0,0,0,1
1.558793,707,0,0,8,0,0,0,0,0,0,255,0
1.559794,820,0,0,8,96,0,0,63,255,252,0,0
1.560467,969,0,0,4,90,50,0,0,,,,
1.563121,828,0,0,8,0,115,1,246,0,0,0,0
1.565697,826,0,0,8,21,134,100,127,127,127,127,127
1.566624,918,0,0,8,217,152,1,70,253,111,253,111
1.567553,914,0,0,8,217,152,1,70,253,111,253,111
1.568558,706,0,0,4,19,136,147,0,,,,
1.569543,917,0,0,8,3,255,7,255,0,0,240,0
1.575568,782,0,0,8,68,111,28,191,7,255,7,255
1.578461,290,0,0,4,4,2,0,0,,,,
1.579285,720,0,0,6,0,1,0,3,0,67,,
1.580258,562,0,0,8,255,64,0,255,0,0,0,0
1.581260,915,0,0,8,0,0,0,0,0,0,0,0
1.586170,729,0,0,8,0,0,0,47,0,0,0,0
1.586874,738,0,0,4,0,0,0,0,,,,
1.588740,584,0,0,8,0,0,255,255,255,3,255,255
1.589275,825,0,0,2,0,90,,,,,,
1.590202,992,0,0,8,1,84,53,76,78,51,52,48
1.596874,727,0,0,8,32,0,0,0,0,0,0,0
1.598530,456,0,0,4,0,0,0,0,,,,
1.599532,762,0,0,8,0,1,0,24,0,0,0,0
1.600460,813,0,0,8,2,29,2,29,1,167,89,0
1.606193,918,0,0,8,217,152,1,70,253,111,253,111
1.607120,914,0,0,8,217,152,1,70,253,111,253,111
1.616936,299,0,0,1,3,,,,,,,
