
*** CAPTURE STARTED ***
Buffer size: 30000 bytes (RAW MODE)
Capturing raw UART data with timestamps
Press 't' to stop capture


*** CAPTURE STOPPED ***
Captured 17611 bytes in 20.67 seconds
Type 'c' for CSV export


=== RAW CSV Export (copy this) ===

Timestamp_us,Byte_Hex
1257621,0xBD
1260550,0x55
1261071,0xCA
1261603,0xFC
1262124,0x7F
1262641,0xB8
1270507,0x55
1271028,0x0D
1271621,0x00
1272188,0x00
1272766,0xF2
1280527,0x55
1281048,0xC1
1281626,0x00
1282147,0x10
1282671,0x00
1283185,0xFF
1283709,0x2E
1290507,0x55
1291028,0xB1
1291560,0x0C
1292081,0x00
1292599,0x42
1300521,0x55
1301043,0xC4
1310496,0x55
1311017,0x1F
1311588,0x79
1312155,0xC9
1312733,0x00
1313300,0x0C
1313878,0x00
1314450,0xC0
1315025,0xFF
1315595,0xFF
1316163,0xD0
1320529,0x55
1321050,0x6A
1321582,0x24
1322104,0xA0
1322621,0x00
1323142,0x00
1323659,0x00
1324180,0xFF
1324705,0xFF
1325219,0xFF
1325744,0xD0
1330504,0x55
1331025,0xE9
1335522,0x55
1336043,0xAD
1340527,0x55
1341048,0x61
1341580,0x20
1342101,0x44
1342618,0xFF
1343139,0xFF
1343663,0xFF
1344178,0xFF
1344703,0xFF
1345224,0xFF
1345741,0x3A
1350527,0x55
1351048,0xCF
1351580,0x0C
1352101,0xFE
1352617,0x25
1354833,0xFF
1355519,0x55
1356040,0x8E
1356572,0x60
1357094,0x7F
1357610,0x91
1360499,0x55
1361020,0xDD
1361553,0x00
1362074,0xFC
1362591,0x25
1365519,0x55
1366040,0x1F
1366618,0x79
1367193,0xC9
1367763,0x00
1368339,0x0C
1368910,0x00
1369481,0xC0
1370055,0xFF
1370625,0xFF
1371201,0xD0
1375530,0x55
1376043,0x80
1379841,0xFF
1380530,0x55
1381051,0x32
1381583,0x09
1382097,0x00
1382621,0xC4
1385519,0x55
1386040,0x9C
1386573,0x00
1387094,0x00
1387610,0x2C
1388132,0x10
1388656,0xE0
1389170,0xFF
1389695,0x3F
1390216,0x35
1390733,0xD1
1395522,0x55
1396043,0x1F
1396636,0x79
1397211,0xC9
1397782,0x00
1398357,0x0C
1398923,0x00
1399501,0xC0
1400074,0xFF
1400644,0xFF
1401219,0xD0
1405542,0x55
1406063,0x42
1406595,0x00
1407112,0xFF
1407636,0xBD
1410522,0x55
1411043,0xCA
1411575,0xFC
1412096,0x7F
1412621,0xB8
1419963,0xFF
1420633,0x55
1421147,0x0D
1421771,0x00
1422346,0x00
1422929,0xF2
1430496,0x55
1431017,0xC1
1431603,0x00
1432125,0x10
1432641,0x00
1433163,0xFF
1433687,0x2E
1440507,0x55
1441028,0xB1
1441560,0x0C
1442081,0x00
1442598,0x42
1450515,0x55
1451028,0xC4
1459849,0xFF
1460538,0x55
1461059,0x1F
1461629,0x79
1462196,0xC9
1462774,0x00
1463341,0x0C
1463921,0x00
1464492,0xC0
1465059,0xFF
1465637,0xFF
1466204,0xD0
1470522,0x55
1471043,0x6A
1471575,0x24
1472097,0xA0
1472613,0x00
1473135,0x00
1473652,0x00
1474172,0xFF
1474697,0xFF
1475211,0xFF
1475736,0xD0
1480515,0x55
1481036,0xE9
1485514,0x55
1486035,0xAD
1490527,0x55
1491048,0x61
1491579,0x20
1492102,0x44
1492618,0xFF
1493140,0xFF
1493664,0xFF
1494178,0xFF
1494702,0xFF
1495224,0xFF
1495740,0x3A
1500522,0x55
1501043,0xCF
1501575,0x0C
1502096,0xFE
1502613,0x25
1505519,0x55
1506040,0x8E
1506572,0x60
1507086,0x7F
1507610,0x91
1510499,0x55
1511020,0xDD
1511551,0x00
1512074,0xFC
1512591,0x25
1515519,0x55
1516040,0x1F
1516618,0x79
1517193,0xC9
1517763,0x00
1518339,0x0C
1518911,0x00
1519480,0xC0
1520056,0xFF
1520625,0xFF
1521201,0xD0
1525522,0x55
1526043,0x80
1530507,0x55
1531020,0x32
1531560,0x09
1532073,0x00
1532590,0xC4
1535522,0x55
1536043,0x9C
1536568,0x00
1537089,0x00
1537605,0x2C
1538127,0x10
1538652,0xE0
1539173,0xFF
1539690,0x3F
1540211,0x35
1540728,0xD1
1545514,0x55
1546035,0x1F
1546636,0x79
1547204,0xC9
1547782,0x00
1548349,0x0C
1548930,0x00
1549500,0xC0
1550066,0xFF
1550645,0xFF
1551211,0xD0
1555530,0x55
1556043,0x42
1556575,0x00
1557096,0xFF
1557613,0xBD
1560514,0x55
1561035,0xCA
1561568,0xFC
1562088,0x7F
1562613,0xB8
1570511,0x55
1571032,0x0D
1571656,0x00
1572224,0x00
1572802,0xF2
1579811,0xFF
1580499,0x55
1581020,0xC1
1581598,0x00
1582119,0x10
1582644,0x00
1583165,0xFF
1583682,0x2E
1590507,0x55
1591028,0xB1
1591560,0x0C
1592081,0x00
1592605,0x42
1599811,0xFF
1600499,0x55
1601020,0xC4
1610515,0x55
1611035,0x1F
1611613,0x79
1612188,0xC9
1612759,0x00
1613334,0x0C
1613907,0x00
1614477,0xC0
1615051,0xFF
1615622,0xFF
1616196,0xD0
1620499,0x55
1621020,0x6A
1621552,0x24
1622074,0xA0
1622591,0x00
1623112,0x00
1623629,0x00
1624149,0xFF
1624674,0xFF
1625188,0xFF
1625713,0xD0
1630545,0x55
1631066,0xE9
1635522,0x55
1636035,0xAD
1639826,0xFF
1640515,0x55
1641036,0x61
1641568,0x20
1642081,0x44
1642606,0xFF
1643119,0xFF
1643644,0xFF
1644165,0xFF
1644682,0xFF
1645203,0xFF
1645720,0x3A
1650511,0x55
1651033,0xCF
1651565,0x0C
1652086,0xFE
1652603,0x25
1655507,0x55
